pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass,sy_snum,sy_pnum,discoverymethod,pl_bmasse
HD 102195 b,HD 102195,2006,14.2,4.11377,0.05,1035.17,0.0,5301.0,0.82,0.76,1,1,Radial Velocity,130.3103
HD 102272 b,HD 102272,2008,12.9,127.58,0.51,1038.01,0.05,4790.0,10.3,1.45,1,1,Radial Velocity,1570.0802
HD 102329 c,HD 102329,2016,13.5,1123.0,0.099815,751.0,0.209,4830.0,6.3,1.3,1,2,Radial Velocity,483.1016
HD 102843 b,HD 102843,2019,13.1,3090.942,4.074,127.34,0.11,5436.0,0.961488,0.95,1,1,Radial Velocity,113.9
HD 102888 b,HD 102888,2025,12.8,252.06,1.05,688.63,0.11,4990.0,8.6,2.42,1,1,Radial Velocity,1808.44363583
HD 102956 b,HD 102956,2010,13.8,6.4947,0.0807,1804.96,0.037,4985.0,4.55,1.66,2,1,Radial Velocity,305.1168
HD 103197 b,HD 103197,2011,5.83,47.84,0.25,474.97,0.0,5250.0,0.88,0.8,1,1,Radial Velocity,28.6047
HD 103774 b,HD 103774,2013,13.3,5.8881,0.07,1487.08,0.09,6489.0,1.581047,1.335,2,1,Radial Velocity,116.0
HD 103891 b,HD 103891,2022,13.2,1919.0,3.27,241.25,0.31,6072.0,2.22,1.28,1,1,Radial Velocity,918.52409623
HD 103949 b,HD 103949,2019,3.35,120.878,0.439,302.65,0.19,4792.0,0.753113,0.77,1,1,Radial Velocity,11.2
HD 104067 c,HD 104067,2024,3.69,13.8992,0.1058,648.36,0.29,4952.0,0.78,0.82,1,2,Radial Velocity,13.2
HD 10442 b,HD 10442,2014,13.6,1032.3,2.01,234.49,0.132,4912.0,1.97,1.01,1,1,Radial Velocity,472.61321
HD 104985 b,HD 104985,2003,12.8,199.68,0.715,901.01,0.047,4738.0,11.12,1.22,1,1,Radial Velocity,1766.80811451
HD 105618 b,HD 105618,2022,5.44,10.02245,0.091,1023.19,0.455,5671.0,1.27399,1.01,1,2,Radial Velocity,25.42627256
HD 105779 b,HD 105779,2022,14.1,2412.0,3.38,147.29,0.0,5792.0,0.94,0.89,1,1,Radial Velocity,203.41018048
HD 106270 b,HD 106270,2011,12.4,1888.0,3.34,237.07,0.185,5509.0,2.66,1.39,1,1,Radial Velocity,3623.2438398
HD 106315 b,HD 106315,2017,2.44,9.55237,0.0907,1153.0,0.093,6327.0,1.296,1.091,1,2,Transit,12.6
HD 106315 c,HD 106315,2017,4.35,21.05704,0.1536,886.0,0.22,6327.0,1.296,1.091,1,2,Transit,15.2
HD 10647 b,HD 10647,2006,13.8,989.2,2.015,221.54,0.15,6218.0,1.1,1.11,1,1,Radial Velocity,298.75
HD 106906 b,HD 106906,2013,12.4,10.559687499999999,650.0,1800.0,0.0,6516.0,2.12351,1.5,1,1,Imaging,3496.0
HD 10697 b,HD 10697,1999,12.8,1075.3799,2.051,259.25,0.104,5641.0,1.863076,0.99,1,1,Radial Velocity,1825.2885414
HD 107148 c,HD 107148,2021,4.7,18.3267,0.1407,799.68,0.34,5752.92,1.169193,1.105215,2,2,Radial Velocity,19.89605828
HD 108202 b,HD 108202,2023,13.1,2990.0,3.7,93.04,0.52,4556.03,0.66355,0.74,1,1,Radial Velocity,953.485221
HD 108236 c,HD 108236,2020,2.071,6.203449,0.062,932.0,0.034,5660.0,0.877,0.869,1,5,Transit,4.94
HD 108236 e,HD 108236,2020,3.083,19.590025,0.1367,636.0,0.058,5660.0,0.877,0.869,1,5,Transit,9.71
HD 108236 f,HD 108236,2021,2.017,29.54115,0.1758,609.59,0.051,5660.0,0.877,0.869,1,5,Transit,4.72
HD 108341 b,HD 108341,2014,13.3,1129.0,2.0,155.23,0.85,5122.0,0.79,0.843,2,1,Radial Velocity,715.11391575
HD 108863 b,HD 108863,2011,13.3,437.7,1.32,490.51,0.032,4878.0,5.74,1.59,1,1,Radial Velocity,767.24162
HD 108874 b,HD 108874,2002,13.6,394.48123,1.04,271.33,0.13,5600.0,1.05,1.1,1,2,Radial Velocity,451.3186
HD 109246 b,HD 109246,2010,13.9,68.27,0.33,507.43,0.12,5844.0,1.07,1.2,1,1,Radial Velocity,273.3338
HD 109271 b,HD 109271,2013,4.31,7.8543,0.079,1128.86,0.25,5783.0,1.294595,1.047,1,2,Radial Velocity,17.162
HD 109271 c,HD 109271,2013,5.27,30.93,0.196,716.68,0.15,5783.0,1.294595,1.047,1,2,Radial Velocity,24.154
HD 109286 b,HD 109286,2021,13.2,520.1,1.259,259.4,0.338,5694.0,1.089,0.98,1,1,Radial Velocity,950.30693693
HD 109749 b,HD 109749,2005,11.1,5.239891,0.0615,1250.83,0.0,5824.0,1.22,1.13,2,1,Radial Velocity,85.8141
HD 109833 b,HD 109833,2022,2.888,9.188526,0.099815,786.0,0.18,5881.0,1.0,1.08,1,2,Transit,8.69
HD 109833 c,HD 109833,2022,2.59,13.900148,0.099815,756.7,0.3,5881.0,1.0,1.08,1,2,Transit,7.22
HD 110014 b,HD 110014,2009,12.4,835.477,2.14,669.84,0.462,4445.0,20.9,2.17,1,1,Radial Velocity,3524.59
HD 110067 b,HD 110067,2023,2.2,9.113678,0.0793,800.0,0.0,5266.0,0.788,0.798,3,6,Transit,5.69
HD 110067 c,HD 110067,2023,2.388,13.673694,0.1039,699.0,0.0,5266.0,0.788,0.798,3,6,Transit,6.3
HD 110067 d,HD 110067,2023,2.852,20.519617,0.1362,602.0,0.0,5266.0,0.788,0.798,3,6,Transit,8.52
HD 110067 e,HD 110067,2023,1.94,30.793091,0.1785,533.0,0.0,5266.0,0.788,0.798,3,6,Transit,3.9
HD 110067 f,HD 110067,2023,2.601,41.05854,0.2163,489.0,0.0,5266.0,0.788,0.798,3,6,Transit,5.04
