pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,sy_snum,sy_pnum
"Kepler-1580 b","Kepler-1580","Transit",2016,5.10000000,2.11000000,56.64492790000,0.3357100000,0.000000,733.00,6228.00,2.150000,1.470000,1,1
"Kepler-198 d","Kepler-198","Transit",2016,2.96000000,1.53000000,1.31184443000,0.0234200000,0.000000,1562.00,5636.00,0.930000,0.970000,1,3
"HD 50554 b","HD 50554","Radial Velocity",2002,1859.29618095,12.80000000,1240.00000000000,2.3390000000,0.482000,192.65,6050.00,1.020000,1.100000,1,3
"HD 73267 c","HD 73267","Radial Velocity",2022,1630.77755632,12.80000000,17071.78045000000,12.6880000000,0.089000,69.53,5387.00,0.909000,0.930000,1,2
"Kepler-580 b","Kepler-580","Transit",2016,7.13000000,2.57000000,8.22241965600,0.0683000000,0.000000,558.00,4298.00,0.640000,0.670000,1,1
"KOI-12 b","KOI-12","Transit",2015,349.61300000,13.78707000,17.85518200000,0.1540000000,0.340000,911.00,6635.00,1.400000,1.500000,1,2
"Kepler-637 b","Kepler-637","Transit",2016,20.20000000,4.75000000,23.20584623000,0.1661900000,0.000000,1002.00,6096.00,2.560000,1.640000,1,1
"HD 29985 b","HD 29985","Radial Velocity",2022,1739.47487151,12.80000000,20608.14049000000,13.3900000000,0.261000,46.73,4678.00,0.574666,0.750000,1,1
"HD 165155 b","HD 165155","Radial Velocity",2016,918.52870000,13.20000000,434.50000000000,1.1300000000,0.200000,239.90,5426.00,0.950000,1.020000,1,1
"HD 22946 d","HD 22946","Transit",2023,26.57000000,2.60700000,47.42489000000,0.2958000000,,546.00,6169.00,1.117000,1.098000,1,3
"Kepler-1697 b","Kepler-1697","Transit",2020,2.12000000,1.25954761,33.49690000000,0.2008000000,0.000000,630.00,4681.53,0.772344,0.747000,1,1
"Kepler-674 b","Kepler-674","Transit",2016,3.50000000,1.69000000,2.24338184700,0.0280000000,0.000000,822.00,4192.00,0.570000,0.600000,1,1
"Kepler-873 b","Kepler-873","Transit",2016,13.50000000,3.75000000,20.55338440000,0.1542000000,0.000000,749.00,6163.00,1.270000,1.180000,1,1
"Kepler-783 b","Kepler-783","Transit",2016,0.39900000,0.78000000,4.29264638000,0.0495800000,0.000000,991.00,5521.00,0.890000,0.930000,1,2
"HD 31527 c","HD 31527","Radial Velocity",2019,14.16000000,3.85000000,51.20530000000,0.2663000000,0.040000,571.07,5898.00,1.073694,0.960000,1,3
"Kepler-1955 b","Kepler-1955","Transit",2021,1.69000000,1.16654878,14.26519966000,0.1195900000,0.000000,853.00,5825.00,1.291000,1.049000,1,1
"Kepler-1684 b","Kepler-1684","Transit",2020,8.60000000,2.87084792,47.70550000000,0.2253000000,0.000000,347.00,4706.54,0.666755,0.750000,1,1
"Kepler-322 c","Kepler-322","Transit",2014,3.43000000,1.67000000,4.33723400000,0.0510000000,0.000000,996.00,5388.00,0.890000,0.908000,1,2
"Qatar-5 b","Qatar-5","Transit",2017,1373.02560000,12.40836300,2.87923190000,0.0412700000,0.000000,1415.00,5747.00,1.076000,1.128000,1,1
"Kepler-399 c","Kepler-399","Transit",2014,2.63000000,1.43000000,26.67569000000,0.1550000000,0.000000,630.00,5502.00,0.680000,0.902000,1,3
"DMPP-2 c","DMPP-2","Radial Velocity",2026,51.79000000,8.26000000,3.16800000000,0.0478900000,0.280000,1910.88,6500.00,1.780000,1.410000,1,3
"TOI-1062 b","TOI-1062","Transit",2021,10.15000000,2.26500000,4.11296000000,0.0520000000,0.177000,1077.00,5328.00,0.840000,0.940000,1,2
"TOI-1759 b","TOI-1759","Transit",2022,10.80000000,3.14000000,18.85019000000,0.1177000000,0.000000,443.00,4065.00,0.597000,0.606000,1,1
"TOI-2285 b","TOI-2285","Transit",2021,19.50000000,1.77000000,13.63510900000,0.1363000000,0.300000,358.00,3491.00,0.464000,0.454000,1,1
"Kepler-546 b","Kepler-546","Transit",2016,39.10000000,7.00000000,4.14702025800,0.0502000000,0.000000,1258.00,5967.00,1.150000,1.110000,1,1
"Kepler-682 b","Kepler-682","Transit",2016,42.60000000,7.37000000,12.61190667200,0.1058000000,0.000000,753.00,5559.00,0.890000,0.920000,1,1
"TOI-220 b","TOI-220","Transit",2021,13.80000000,3.03000000,10.69526400000,0.0891100000,0.032000,805.00,5298.00,0.858000,0.825000,1,1
"TOI-5624 f","TOI-5624","Transit Timing Variations",2026,13.00000000,3.66000000,45.37000000000,0.2366000000,0.000000,478.50,5327.00,0.820000,0.858000,1,5
"Kepler-242 b","Kepler-242","Transit",2014,7.32000000,2.61000000,8.20395000000,0.0750000000,0.000000,742.00,5020.00,0.850000,0.748000,1,2
"Kepler-258 b","Kepler-258","Transit",2014,15.50000000,4.06000000,13.19722000000,0.1030000000,0.000000,642.00,4942.00,0.915000,0.820000,1,2
"TOI-4898 b","TOI-4898","Transit",2026,13.40000000,3.71979540,2.76520470167,,,667.00,4201.57,0.639344,0.619077,1,1
"Kepler-1292 b","Kepler-1292","Transit",2016,3.97000000,1.82000000,3.27646405000,0.0443000000,0.000000,1195.00,5556.00,0.930000,0.950000,1,1
"HD 128717 b","HD 128717","Astrometry",2025,6293.00245860,12.10000000,3420.00000000000,4.8500000000,0.850000,151.90,6210.00,1.248000,1.212000,1,1
"TOI-3278 b","TOI-3278","Transit",2026,95.34852210,13.89913607,3.24645600000,0.0430000000,0.000000,1561.00,5720.00,1.390000,1.040000,1,1
"Kepler-103 b","Kepler-103","Transit",2014,11.67000000,3.48570000,15.96532870000,0.1330000000,0.171000,973.00,6047.00,1.492000,1.212000,1,2
"TOI-4492 b","TOI-4492","Transit",2026,1881.54416944,11.78063872,4.43318240000,0.0535000000,,1207.00,5711.00,1.222000,1.067000,1,1
"pi Men d","HD 39091","Radial Velocity",2022,13.38000000,3.72000000,124.64000000000,0.5060000000,0.220000,443.55,5998.00,1.190000,1.070000,1,3
"Kepler-1058 b","Kepler-1058","Transit",2016,7.85000000,2.72000000,110.96546000000,0.3679000000,0.000000,239.00,4644.00,0.690000,0.730000,1,1
"Kepler-160 b","Kepler-160","Transit",2014,3.59000000,1.71500000,4.30939700000,0.0551100000,0.000000,1134.00,5471.00,1.118000,1.003000,1,3
"Kepler-1365 b","Kepler-1365","Transit",2016,0.72100000,0.92000000,7.69993485000,0.0783900000,0.000000,969.00,5770.00,1.050000,1.000000,1,2
"Kepler-346 c","Kepler-346","Transit",2014,9.64000000,3.07000000,23.85154900000,0.1680000000,0.000000,654.00,6033.00,1.021000,0.943000,1,2
"Kepler-1489 b","Kepler-1489","Transit",2016,3.78000000,1.77000000,82.29475100000,0.3679000000,0.000000,400.00,5655.00,0.900000,0.930000,1,2
"Kepler-1126 b","Kepler-1126","Transit",2016,3.64000000,1.73000000,108.59332900000,0.4125100000,0.000000,374.00,5798.00,0.930000,0.920000,1,2
"Kepler-1914 b","Kepler-1914","Transit",2021,8.97000000,2.94298030,30.82789993000,0.1954000000,0.000000,585.00,5982.00,0.960000,1.047000,1,1
"HATS-43 b","HATS-43","Transit",2018,82.95363000,13.22662000,4.38884970000,0.0494400000,0.173000,1003.00,5099.00,0.812000,0.837000,1,1
"Kepler-685 b","Kepler-685","Transit",2016,78.80000000,10.58000000,1.62552220000,0.0265000000,0.000000,1579.00,5963.00,1.160000,1.110000,1,1
"Kepler-1303 b","Kepler-1303","Transit",2016,2.60000000,1.42000000,7.56127224000,0.0751000000,0.000000,891.00,5771.00,1.000000,1.010000,1,1
"Kepler-1016 b","Kepler-1016","Transit",2016,5.39000000,2.18000000,1.95452434200,0.0304400000,0.000000,1540.00,5821.00,1.000000,0.990000,1,2
"HIP 54373 c","HIP 54373","Radial Velocity",2019,12.44000000,3.57000000,15.14400000000,0.0990000000,0.200000,463.20,4021.00,0.564998,0.570000,1,2
"L 363-38 b","L 363-38","Radial Velocity",2023,4.67000000,2.00000000,8.78100000000,0.0480000000,,330.00,3129.00,0.274000,0.210000,1,1
"HAT-P-46 b","HAT-P-46","Transit",2014,156.68400000,14.39200000,4.46312900000,0.0577000000,0.123000,1458.00,6120.00,1.396000,1.284000,1,1
"K2-396 c","K2-396","Transit",2022,9.93000000,3.12400000,25.76051000000,,,,5236.00,0.920000,0.954000,1,2
"TOI-1107 b","TOI-1107","Transit",2022,1064.72516345,14.57167491,4.07823870000,0.0561000000,0.025000,1728.00,6311.00,1.810000,1.350000,1,1
"KOI-319 c","KOI-319","Transit Timing Variations",2014,8803.84687390,11.90000000,80.09900000000,,0.032000,,5880.00,2.064000,1.325000,1,2
"Kepler-1992 b","Kepler-1992","Transit",2023,0.69300000,0.91000000,15.61122380000,0.1169000000,0.000000,637.00,5383.00,0.842000,0.874000,1,1
"Kepler-134 b","Kepler-134","Transit",2014,4.66000000,2.00000000,5.31742900000,0.0600000000,0.000000,1105.00,5983.00,1.176000,0.956000,1,2
"TOI-912 b","TOI-912","Transit",2025,5.10000000,1.93000000,4.67806910000,0.0410000000,0.580000,551.00,3572.00,0.419000,0.418000,1,1
"TOI-913 b","TOI-913","Transit",2023,6.59000000,2.45280000,11.09864400000,,,712.01,4969.00,0.732500,0.820000,1,1
"TOI-1105 b","TOI-1105","Transit",2026,9.58000000,3.05823658,10.86818410933,,,756.37,4678.46,0.755833,0.740000,1,1
"Kepler-559 b","Kepler-559","Transit",2016,12.70000000,3.61000000,17.58752333000,0.1277000000,0.000000,706.00,5630.00,0.950000,0.960000,1,1
"WASP-34 b","WASP-34","Transit",2010,177.98480000,11.20900000,4.31768000000,0.0524000000,0.040000,1250.00,5700.00,0.910000,0.960000,1,1
"Kepler-1426 b","Kepler-1426","Transit",2016,3.05000000,1.56000000,14.25632270000,0.1187000000,0.000000,797.00,5831.00,1.020000,1.020000,1,1
"OGLE-2014-BLG-0676L b","OGLE-2014-BLG-0676L","Microlensing",2016,988.44634577,13.10000000,,2.0400000000,,,,,0.600000,1,1
"Kepler-156 b","Kepler-156","Transit",2014,5.90000000,2.30000000,4.97345600000,0.0540000000,0.000000,867.00,5094.00,0.807000,0.864000,1,2
"HATS-64 b","HATS-64","Transit",2018,305.11680000,18.81991100,4.90889700000,0.0656200000,0.151000,1793.00,6554.00,2.113000,1.564000,1,1
"Kepler-610 b","Kepler-610","Transit",2016,16.30000000,4.19000000,6.99692655400,0.0719000000,0.000000,888.00,5943.00,1.130000,1.100000,1,2
"TOI-2322 c","TOI-2322","Transit",2025,18.10000000,1.87400000,20.22552800000,0.1362000000,0.000000,496.80,4664.00,0.662000,0.703000,1,2
"TOI-2322 b","TOI-2322","Transit",2025,2.31000000,0.99400000,11.30717000000,0.0924000000,0.000000,603.10,4664.00,0.662000,0.703000,1,2
"Kepler-524 c","Kepler-524","Transit",2016,0.84000000,0.96000000,1.88897906000,0.0304600000,0.000000,1574.00,6014.00,1.100000,1.090000,1,2
"Kepler-398 c","Kepler-398","Transit",2014,1.01000000,1.01000000,11.41941200000,0.0870000000,0.000000,536.00,4493.00,0.613000,0.649000,1,3
"Kepler-1916 b","Kepler-1916","Transit",2021,7.35000000,2.61757235,31.25429916000,0.2053000000,0.000000,635.00,6246.00,1.092000,1.180000,1,1
"TIC 320419023 b","TIC 320419023","Transit",2026,8.11000000,2.77280763,5.26375651589,,,,5703.36,0.952319,1.056000,1,1
"HD 108236 f","HD 108236","Transit",2021,4.72000000,2.01700000,29.54115000000,0.1758000000,0.051000,609.59,5660.00,0.877000,0.869000,1,5
"Kepler-1617 b","Kepler-1617","Transit",2016,1.87000000,1.20000000,27.47855720000,0.1770700000,0.000000,736.00,6167.00,1.220000,1.150000,1,1
"HD 206893 c","HD 206893","Imaging",2022,3527.89531770,16.36511182,2290.00000000000,3.7400000000,0.283000,1181.90,6500.00,1.311160,1.310000,1,2
"TOI-4527.01","TOI-4527","Transit",2024,0.68900000,0.90866170,0.39944450000,0.0083323530,,1362.93,3702.00,0.485948,0.483901,1,1
"K2-255 b","K2-255","Transit",2018,8.75000000,2.90000000,1.96417000000,0.0274000000,,1034.00,4676.00,0.690000,0.710000,1,1
"Kepler-1678 b","Kepler-1678","Transit",2020,10.90000000,3.30422249,147.97400000000,0.5302000000,0.000000,329.00,5754.00,0.834976,1.030000,1,1
"HD 224018 b","HD 224018","Radial Velocity",2025,4.10000000,0.91000000,10.64130000000,0.0952000000,0.060000,968.00,5784.00,1.147000,1.013000,1,3
"Kepler-1334 b","Kepler-1334","Transit",2016,5.86000000,2.29000000,15.64591713000,0.1229000000,0.000000,710.00,5614.00,0.910000,0.940000,1,1
"Kepler-480 b","Kepler-480","Transit",2016,8.15000000,2.78000000,4.91958379500,0.0602400000,0.000000,1312.00,6322.00,1.340000,1.250000,1,1
"Kepler-1382 b","Kepler-1382","Transit",2016,4.19000000,1.88000000,16.35830550000,0.1402300000,0.000000,959.00,6161.00,1.720000,1.360000,1,1
"TOI-2068 b","TOI-2068","Transit",2024,3.97000000,1.82100000,7.76891500000,0.0632000000,,520.62,3710.00,0.535000,0.559000,1,1
"Kepler-1030 b","Kepler-1030","Transit",2016,6.71000000,2.48000000,19.32952416000,0.1338000000,0.000000,529.00,4983.00,0.760000,0.800000,1,1
"HD 153950 b","HD 153950","Radial Velocity",2008,937.59850000,13.20000000,499.39999000000,1.2800000000,0.340000,295.30,6124.00,1.280000,1.250000,1,1
"CoRoT-11 b","CoRoT-11","Transit",2010,740.51000000,16.03000000,2.99433000000,0.0436000000,0.000000,1657.00,6440.00,1.370000,1.270000,1,1
"TOI-286 c","TOI-286","Transit",2024,3.72000000,1.88000000,39.36182600000,0.2130000000,0.000000,475.00,5152.00,0.780000,0.832000,1,2
"TOI-1806.01","TOI-1806","Transit",2024,11.50000000,3.40953670,15.14546930000,0.0877350440,,337.47,3272.00,0.401575,0.392935,1,1
"TOI-4443.01","TOI-4443","Transit",2024,3.60000000,1.71932650,1.84985670000,0.0299626450,,1638.82,5834.00,1.017330,1.049133,1,1
"K2-141 c","K2-141","Transit",2018,8.00000000,7.00000000,7.74850000000,0.0683000000,0.092000,695.00,4570.00,0.681000,0.708000,1,2
"K2-232 b","K2-232","Transit",2018,126.49634000,11.20900000,11.16845400000,0.1035600000,0.258000,1030.00,6154.00,1.161000,1.188000,1,1
"GJ 1132 c","GJ 1132","Radial Velocity",2018,2.91000000,1.52000000,8.92900000000,0.0476000000,0.190000,300.00,3090.00,0.226000,0.198000,1,2
"55 Cnc b","55 Cnc","Radial Velocity",1996,263.97850000,13.90000000,14.65155200000,0.1180000000,0.002900,700.00,5198.00,0.980000,1.015000,2,7
"55 Cnc c","55 Cnc","Radial Velocity",2004,54.47380000,8.51000000,44.39360000000,0.2470000000,0.088000,499.27,5198.00,0.980000,1.015000,2,7
"55 Cnc d","55 Cnc","Radial Velocity",2002,1232.49300000,13.00000000,4799.00000000000,5.6000000000,0.091300,104.85,5198.00,0.980000,1.015000,2,7
"55 Cnc e","55 Cnc","Radial Velocity",2004,7.99000000,1.87500000,0.73654740000,0.0154400000,0.050000,1958.00,5172.00,0.943000,0.905000,2,7
"55 Cnc f","55 Cnc","Radial Velocity",2007,44.81200000,7.59000000,260.58000000000,0.8020000000,0.063000,277.07,5198.00,0.980000,1.015000,2,7
"GJ 1214 b","GJ 1214","Transit",2009,8.41000000,2.73300000,1.58040453100,0.0150500000,0.006200,567.00,3101.00,0.216200,0.182000,1,1
"GJ 436 b","GJ 436","Radial Velocity",2004,22.10000000,4.17000000,2.64388312000,0.0291000000,0.138270,686.00,3586.11,0.455000,0.470000,1,1
"HAT-P-12 b","HAT-P-12","Transit",2009,67.05900000,10.74900000,3.21305980000,0.0384000000,0.000000,963.00,4650.00,0.701000,0.733000,1,1
"HAT-P-13 b","HAT-P-13","Transit",2009,270.46200000,14.25800000,2.91625000000,0.0438300000,0.013300,1740.00,5653.00,1.756000,1.320000,1,2
"HAT-P-13 c","HAT-P-13","Radial Velocity",2009,4538.42100000,12.30000000,446.27000000000,1.2580000000,0.661600,340.00,5653.00,1.756000,1.320000,1,2
"HAT-P-14 b","HAT-P-14","Transit",2010,1093.33520000,15.91678000,4.62767000000,0.0596000000,0.110000,1624.00,6600.00,1.820000,2.650000,2,1
"HAT-P-17 b","HAT-P-17","Transit",2012,184.34140000,11.76945000,10.33852000000,0.0892000000,0.350000,800.00,5246.00,0.870000,0.990000,1,2
"HAT-P-17 c","HAT-P-17","Radial Velocity",2012,1080.60000000,13.10000000,5584.00000000000,5.6000000000,0.390000,99.59,5336.96,0.838682,0.920000,1,2
"HAT-P-18 b","HAT-P-18","Transit",2010,55.52462270,10.70457657,5.50802910000,0.0559000000,0.030000,841.00,4870.00,0.717000,0.770000,1,1
"HAT-P-1 b","HAT-P-1","Transit",2006,166.86075000,14.78467100,4.46529976000,0.0556100000,0.000000,1322.00,5980.00,1.174000,1.151000,2,1
"HAT-P-26 b","HAT-P-26","Transit",2010,22.24810000,7.06167000,4.23452000000,0.0474800000,0.120000,1080.00,5079.00,0.870000,1.120000,1,1
"HAT-P-30 b","HAT-P-30","Transit",2011,263.79890000,16.14096000,2.81060000000,0.0419000000,0.040000,1630.00,6304.00,1.310000,1.550000,2,1
"HAT-P-32 b","HAT-P-32","Transit",2011,216.12440000,22.19382000,2.15000820000,0.0339700000,0.159000,1835.70,6001.00,1.367000,1.132000,2,1
"HD 149026 b","HD 149026","Radial Velocity",2005,120.77540000,8.29466000,2.87589000000,0.0436400000,0.000000,1626.00,6179.00,1.410000,1.420000,1,1
"HD 189733 b","HD 189733","Radial Velocity",2005,359.14790000,12.66617000,2.21857567000,0.0312600000,0.000000,1209.00,5052.00,0.750000,0.790000,2,1
"HD 209458 b","HD 209458","Radial Velocity",1999,232.01590000,15.58051000,3.52474859000,0.0470700000,0.000000,1459.00,6091.00,1.190000,1.230000,1,1
"HD 80606 b","HD 80606","Radial Velocity",2001,1323.46926959,11.56766808,111.43676500000,0.4603000000,0.931830,405.00,5565.00,1.050000,1.050000,2,1
"HD 86226 b","HD 86226","Radial Velocity",2009,143.02350000,14.30000000,1628.00000000000,2.7300000000,0.059000,176.00,5863.00,1.053000,1.019000,1,2
"TrES-4 b","TrES-4","Transit",2007,247.90740000,18.04649000,3.55395000000,0.0508400000,0.000000,1778.00,6200.00,1.660000,1.080000,2,1
"WASP-12 b","WASP-12","Transit",2008,467.21010000,22.02564708,1.09141890100,0.0234000000,0.044700,2601.00,6265.00,1.690000,1.325000,3,1
"WASP-15 b","WASP-15","Transit",2009,171.62820000,15.80469000,3.75210000000,0.0516500000,0.000000,1676.00,6300.00,1.480000,1.180000,1,1
"WASP-17 b","WASP-17","Transit",2009,247.90740000,20.96083000,3.73543000000,0.0515000000,0.000000,1755.00,6550.00,1.490000,2.280000,1,1
"WASP-18 b","WASP-18","Transit",2009,3241.84975140,13.89913607,0.94145223000,0.0202400000,0.005100,2429.00,6432.00,1.319000,1.294000,2,1
"WASP-19 b","WASP-19","Transit",2009,366.77398168,15.86070769,0.78883852000,0.0165200000,0.012600,2113.00,5616.00,1.006000,0.965000,1,1
"WASP-25 b","WASP-25","Transit",2010,179.25522155,13.80946422,3.76483370000,0.0473000000,0.000000,1217.00,5697.00,0.884000,0.962000,1,1
"WASP-39 b","WASP-39","Transit",2011,89.31023000,14.33631100,4.05529410000,0.0482800000,0.000000,1166.00,5485.00,0.939000,0.913000,1,1
"WASP-43 b","WASP-43","Transit",2011,565.71400000,10.42400000,0.81347500000,0.0142000000,0.000000,1426.70,4400.00,0.600000,0.580000,1,1
"WASP-6 b","WASP-6","Transit",2009,148.42586607,12.54284940,3.36100260000,0.0421700000,0.054000,1167.00,5438.00,0.790000,0.854000,1,1
"GJ 3470 b","GJ 3470","Radial Velocity",2012,13.90000000,4.57000000,3.33664960000,0.0355000000,0.017000,593.50,3600.00,0.547000,0.539000,1,1
"WASP-47 b","WASP-47","Transit",2012,374.00000000,12.86000000,4.15915100000,0.0520000000,0.000600,1275.00,5565.00,1.156000,1.058000,1,4
"WASP-63 b","WASP-63","Transit",2012,117.59710000,15.80469000,4.37808000000,0.0574000000,0.000000,1469.91,5550.00,1.860000,1.280000,1,1
"WASP-52 b","WASP-52","Transit",2012,146.20000000,14.24000000,1.74977980000,0.0272000000,0.000000,1315.00,5000.00,0.790000,0.870000,1,1
"WASP-77 A b","WASP-77 A","Transit",2012,529.31142902,13.56000000,1.36002939500,0.0232336330,0.013530,1674.00,5617.00,0.910000,0.903000,2,1
"WASP-80 b","WASP-80","Transit",2012,170.99254000,11.19779100,3.06785234000,0.0344000000,0.002000,825.00,4143.00,0.586000,0.577000,1,1
"WASP-103 b","WASP-103","Transit",2014,473.54700000,17.12700000,0.92554200000,0.0198500000,0.000000,2508.00,6110.00,1.436000,1.220000,1,1
"WASP-96 b","WASP-96","Transit",2014,152.55000000,13.45000000,3.42526020000,0.0453000000,0.000000,1285.00,5540.00,1.050000,1.060000,1,1
"WASP-94 A b","WASP-94 A","Transit",2014,158.91500000,17.71022000,3.95019000000,0.0550000000,0.000000,1604.00,6170.00,1.480000,1.670000,2,2
"WASP-94 B b","WASP-94 B","Radial Velocity",2014,196.41100000,14.10000000,2.00839000000,0.0335000000,0.000000,1848.91,6040.00,1.350000,1.240000,2,2
"WASP-69 b","WASP-69","Transit",2014,82.58000000,11.21000000,3.86813881000,0.0453000000,0.000000,971.00,4792.00,0.801000,0.830000,1,1
"WASP-84 b","WASP-84","Transit",2014,220.00000000,10.72000000,8.52349648000,0.0778000000,0.000000,732.00,5280.00,0.768000,0.853000,1,2
"WASP-20 b","WASP-20","Transit",2015,98.84100000,15.46839337,4.89964477000,0.0599900000,0.000000,1362.00,5940.00,1.242000,1.200000,2,1
"HATS-6 b","HATS-6","Transit",2015,101.38777000,11.18658200,3.32527250000,0.0362300000,0.000000,712.80,3724.00,0.570000,0.574000,1,1
"KELT-7 b","KELT-7","Transit",2015,441.78370000,17.93440000,2.73477000000,0.0441500000,0.000000,2048.00,6768.00,1.810000,1.760000,1,1
"K2-18 b","K2-18","Transit",2015,8.92000000,2.37000000,32.93962300000,0.1429000000,0.200000,284.00,3457.00,0.411000,0.359000,1,2
"KELT-8 b","KELT-8","Transit",2015,209.76780000,18.15858000,3.24406000000,0.0455000000,0.040000,1675.00,5754.00,1.460000,0.810000,1,1
"K2-22 b","K2-22","Transit",2015,444.96200000,2.30000000,0.38107300000,0.0090000000,0.190000,2100.00,3879.00,0.580000,0.595292,2,1
"WASP-47 d","WASP-47","Transit",2015,15.50000000,3.65000000,9.03050100000,0.0850000000,0.001000,885.00,5565.00,1.156000,1.058000,1,4
"WASP-47 e","WASP-47","Transit",2015,9.00000000,1.83000000,0.78961000000,0.0167300000,0.000000,1992.00,5565.00,1.156000,1.058000,1,4
"GJ 1132 b","GJ 1132","Transit",2015,1.83704819,1.19151465,1.62892911000,0.0157000000,0.011800,583.80,3229.00,0.221100,0.194500,1,2
"WASP-76 b","WASP-76","Transit",2016,284.13859586,20.78145022,1.80988198000,0.0330000000,0.000000,2228.00,6329.00,1.756000,1.458000,2,1
"KELT-4 A b","KELT-4 A","Transit",2016,286.68266000,19.04409100,2.98959320000,0.0431700000,0.000000,1823.00,6206.00,1.603000,1.201000,3,1
"TRAPPIST-1 b","TRAPPIST-1","Transit",2016,1.37400000,1.11600000,1.51082600000,0.0115400000,0.006220,397.60,2566.00,0.119200,0.089800,1,7
"TRAPPIST-1 c","TRAPPIST-1","Transit",2016,1.30800000,1.09700000,2.42193700000,0.0158000000,0.006540,339.70,2566.00,0.119200,0.089800,1,7
"TRAPPIST-1 d","TRAPPIST-1","Transit",2016,0.38800000,0.78800000,4.04921900000,0.0222700000,0.008370,286.20,2566.00,0.119200,0.089800,1,7
